osebuildingid,datayear,buildingname,buildingtype,taxparcelidentificationnumber,address,city,state,zipcode,latitude,longitude,neighborhood,councildistrictcode,yearbuilt,numberoffloors,numberofbuildings,propertygfatotal,propertygfabuildings,propertygfaparking,selfreportgfatotal,selfreportgfabuildings,selfreportparking,energystarscore,siteeuiwn_kbtu_sf,siteeui_kbtu_sf,siteenergyuse_kbtu,siteenergyusewn_kbtu,sourceeuiwn_kbtu_sf,sourceeui_kbtu_sf,epapropertytype,largestpropertyusetype,largestpropertyusetypegfa,secondlargestpropertyusetype,thirdlargestpropertyusetype,electricity_kwh,steamuse_kbtu,naturalgas_therms,compliancestatus,complianceissue,electricity_kbtu,naturalgas_kbtu,totalghgemissions,ghgemissionsintensity,demolished,secondlargestpropertyuse,thirdlargestpropertyusetypegfa
20407,2023,CATE APTS,Multifamily LR (1-4),945000680,312 NW 85TH ST,SEATTLE,WA,98117,47.69088,-122.36127,NORTHWEST,5,2003,4,1,42984,35584,7400,43184,35784,7400,59,35.29999924,35.59999847,1275321,1261674,95.5,96.59999847,Multifamily LR (1-4),Multifamily Housing,35784,Parking,NA,354523,,657,Compliant,No Issue,1209633,65690,10.5,0.3,False,7400,
20415,2023,HOLY ROSARY SCHOOL,NonResidential,952002500,4152 42ND AVE SW,SEATTLE,WA,98116,47.56542,-122.38502,SOUTHWEST,1,1922,2,1,33462,33462,0,57896,57896,0,56,72.09999847,73.19999695,4235539,4176806,91.5,92.5,K-12 School,K-12 School,57896,NA,NA,152309,,37159,Compliant,No Issue,519679,3715860,200,5.98,False,,
20419,2023,SEATTLE LUTHERAN HIGH SCHOOL,NonResidential,952002655,4100 SW GENESEE ST,SEATTLE,WA,98116,47.56504,-122.38455,SOUTHWEST,1,1965,3,1,49744,49744,0,74374,49774,24600,95,33.29999924,33.79999924,1682980,1657159,42.29999924,42.90000153,K-12 School,K-12 School,49774,Parking,NA,61462,,14733,Compliant,No Issue,209707,1473270,79.3,1.59,False,0,
20425,2023,HOPE LUTHERAN CHURCH,NonResidential,952005960,4456 42ND AVE SW,SEATTLE,WA,98116,47.56342,-122.38509,SOUTHWEST,1,1923,2,1,37816,37816,0,38108,38108,0,45,35.90000153,37,1411415,1367608,64.5,65.69999695,Worship Facility,Worship Facility,19407,K-12 School,NA,171236,,8272,Compliant,No Issue,584258,827160,47.2,1.25,False,18701,
20427,2023,LYON'S ANTIQUE MALL-WINDEREMERE-GARLIC JIMS,NonResidential,952006290,4520 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.5622,-122.38648,SOUTHWEST,1,1926,2,1,23315,23315,0,16653,16653,0,,60.79999924,63.20000076,1052005,1012084,119.4000015,122.4000015,Mixed Use Property,Office,7758,Retail Store,Restaurant,156408,,5183,Compliant,No Issue,533666,518340,30.6,1.31,False,6919,1976
20428,2023,MATADOR/JAK'S GRILL/8 LIMBS YOGA/FITNESS TOGETHER,NonResidential,952006350,4546 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.56147,-122.38638,SOUTHWEST,1,1930,2,1,20700,20700,0,20700,20700,0,,189.6000061,189.3999939,3921237,3925063,262.7000122,262.5,Mixed Use Property,Non-Refrigerated Warehouse,6900,Restaurant,Other - Recreation,220593,,31686,Compliant,No Issue,752662,3168570,172.3,8.32,False,6900,4323
20430,2023,ALASKA HOUSE,Multifamily MR (5-9),952006465,4539 42ND AVE SW,SEATTLE,WA,98116,47.56146,-122.38578,SOUTHWEST,1,1979,9,1,82876,64602,18274,82876,82876,0,88,40.40000153,40.70000076,3371405,3347609,92.40000153,93.19999695,Multifamily MR (5-9),Multifamily Housing,82876,NA,NA,700645,,9808,Compliant,No Issue,2390600,980800,65.8,1.02,False,,
20432,2023,CAPCO PLAZA (ALTAMIRA + QFC ETC.),Multifamily MR (5-9),1333100000,4550 42ND AVE SW,SEATTLE,WA,98116,47.56137,-122.38524,SOUTHWEST,1,2008,7,1,177417,177417,0,343801,177417,166384,92,61.5,61.59999847,10934146,10910653,145.3999939,145.6000061,Multifamily MR (5-9),Parking,166384,Multifamily Housing,Supermarket/Grocery Store,2402983,,27352,Compliant,No Issue,8198978,2735170,192.5,1.09,False,116180,35318
20433,2023,West Seattle Bowl / Highstrike Grill,NonResidential,952007220,4505 39TH AVE SW,SEATTLE,WA,98116,47.56263,-122.38196,SOUTHWEST,1,1948,1,1,41521,28397,13124,41521,41521,0,,87.40000153,87.19999695,3619454,3628606,160,159.6999969,Bowling Alley,Bowling Alley,41521,NA,NA,474360,,20009,Compliant,No Issue,1618515,2000940,115.4,4.07,False,,
20435,2023,TRADER JOE'S,NonResidential,952007370,4545 FAUNTLEROY WAY SW,SEATTLE,WA,98126,47.56197,-122.38109,SOUTHWEST,1,1946,2,1,25762,25762,0,25762,25762,0,95,74.69999695,75,1933071,1925074,209.1999969,210.1000061,Supermarket/Grocery Store,Supermarket/Grocery Store,25762,NA,NA,566551,,,Compliant,No Issue,1933071,,11.2,0.44,False,,
20437,2023,LINK APARTMENTS,Multifamily MR (5-9),952007715,4550 38TH AVE SW,SEATTLE,WA,98126,47.56141,-122.37967,SOUTHWEST,1,2010,7,1,213016,166230,46786,213016,166230,46786,100,28.60000038,29,4818291,4761221,61.29999924,62.20000076,Multifamily MR (5-9),Multifamily Housing,153223,Parking,Pre-school/Daycare,882955,,18056,Compliant,No Issue,3012643,1805650,113.2,0.68,False,46786,13007
20439,2023,WEST SEATTLE FAMILY YMCA,NonResidential,952007845,4515 36TH AVE SW,SEATTLE,WA,98126,47.56245,-122.37805,SOUTHWEST,1,1984,1,1,60270,47785,12485,63785,47785,16000,,,,,,,,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,47785,Parking,Swimming Pool,588259,,,Not Compliant,"Missing EUI, Incomplete Fuel Data",2007140,,11.6,0.24,False,0,0
20440,2023,SK FOOD GROUP/LSG SKY CHEF,NonResidential,952007920,4600 37TH AVE SW,SEATTLE,WA,98126,47.56175,-122.37835,SOUTHWEST,1,1981,3,1,43387,43387,0,49383,35172,14211,,50.70000076,50.90000153,1791732,1784927,116.6999969,116.9000015,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,31172,Parking,Office,373765,,5164,Compliant,No Issue,1275285,516450,34.8,0.8,False,14211,4000
20441,2023,WEST SEATTLE ORCHARD,Multifamily LR (1-4),952008120,4500 36TH AVE SW,SEATTLE,WA,98126,47.56245,-122.37699,SOUTHWEST,1,1960,2,1,23983,23983,0,21905,21905,0,89,30.5,31,678403,669032,74.59999847,75.80000305,Multifamily LR (1-4),Multifamily Housing,21905,NA,NA,158745,,1368,Compliant,No Issue,541637,136770,10.4,0.43,False,,
20444,2023,FAIRWAY APARTMENT,Multifamily LR (1-4),952008240,4511 35TH AVE SW,SEATTLE,WA,98126,47.56245,-122.37658,SOUTHWEST,1,1963,4,1,29351,25891,3460,29351,25891,3460,86,24,24.70000076,639003,622069,67.30000305,69.09999847,Multifamily LR (1-4),Multifamily Housing,25891,Parking,NA,187281,,,Compliant,No Issue,639003,,3.7,0.14,False,0,
20445,2023,Brookdale West Seattle,Multifamily MR (5-9),952008285,4611 35TH AVE SW,SEATTLE,WA,98126,47.56162,-122.37655,SOUTHWEST,1,2003,7,1,106976,85990,20986,119045,98059,20986,90,38.40000153,39.09999847,3830234,3769036,90.5,92,Multifamily MR (5-9),Multifamily Housing,52514,Senior Living Community,Parking,837173,,9738,Compliant,No Issue,2856434,973800,68.2,0.79,False,45545,20986
20447,2023,ADELPHI APTS,Multifamily LR (1-4),955000005,230 23RD AVE E,SEATTLE,WA,98112,47.62117,-122.30226,CENTRAL,3,1920,3,1,25475,25475,0,25475,25475,0,86,49.59999847,50,1273353,1262878,63.70000076,64.09999847,Multifamily LR (1-4),Multifamily Housing,25475,NA,NA,49768,,11035,Compliant,No Issue,169809,1103540,59.5,2.33,False,,
20452,2023,ELIZABETH JAMES HOUSE,Multifamily LR (1-4),955000480,109 23RD AVE E,SEATTLE,WA,98112,47.61971,-122.30287,CENTRAL,3,1968,3,1,40779,40779,0,47619,40779,6840,80,29.79999924,30.10000038,1227898,1213825,83.30000305,84.30000305,Multifamily LR (1-4),Multifamily Housing,40779,Parking,NA,359876,,,Compliant,No Issue,1227898,,7.1,0.17,False,0,
20456,2023,THE PARKER APTS,Multifamily LR (1-4),976000335,2701 3RD AVE W,SEATTLE,WA,98119,47.64425,-122.36125,MAGNOLIA / QUEEN ANNE,7,1965,3,1,38328,38328,0,34810,30810,4000,57,41.79999924,42,1294246,1287597,117,117.5999985,Multifamily LR (1-4),Multifamily Housing,30810,Parking,NA,379322,,,Compliant,No Issue,1294246,,7.5,0.2,False,4000,
20470,2023,LAKE CITY CENTER,NonResidential,1453600540,12701 LAKE CITY WAY NE,SEATTLE,WA,98125,47.72178,-122.29498,NORTH,5,1979,1,1,39350,39350,0,41183,41183,0,,,,,,,,Mixed Use Property,Supermarket/Grocery Store,19271,Retail Store,Food Service,0,,,Not Compliant,Missing EUI or Utility Data,0,,,,False,19249,2663
20472,2023,CEDAR PARK APARTMENTS,Multifamily MR (5-9),1453600660,12740 30TH AVE NE,SEATTLE,WA,98125,47.72235,-122.29584,NORTH,5,2008,6,1,193691,159277,34414,213064,178650,34414,98,31.60000038,32,5718496,5643611,70.69999695,71.90000153,Multifamily MR (5-9),Multifamily Housing,178650,Parking,NA,1144957,,18119,Compliant,No Issue,3906593,1811900,118.7,0.75,False,34414,
20474,2023,CASCADE BUILDING,NonResidential,1453600740,12535 LAKE CITY WAY NE,SEATTLE,WA,98125,47.72032,-122.29507,NORTH,5,1949,1,1,22405,22405,0,21500,21500,0,,93,93.09999847,2048444,2045538,178.5,178.6999969,Mixed Use Property,Other,11000,Retail Store,NA,298036,,10316,Compliant,No Issue,1016899,1031550,60.6,2.7,False,11000,
20480,2023,LAKE CITY HOUSE,Multifamily MR (5-9),1453601041,12546 33RD AVE NE,SEATTLE,WA,98125,47.72082,-122.29195,NORTH,5,1971,7,1,86283,86283,0,86283,86283,0,69,42.09999847,42,3620534,3629758,102.3000031,102,Multifamily MR (5-9),Multifamily Housing,86283,NA,NA,837689,,7623,Compliant,No Issue,2858194,762340,57,0.66,False,,
20484,2023,CITY NORTH APTS (FORMERLY REKHI BUILDING),Multifamily MR (5-9),1453601220,12508 LAKE CITY WAY NE,SEATTLE,WA,98125,47.71951,-122.29477,NORTH,5,2001,6,1,57775,46489,11286,99402,88116,11286,,26.70000076,27,2380030,2349764,74.69999695,75.59999847,Multifamily MR (5-9),Multifamily Housing,71073,Retail Store,Parking,697547,,,Compliant,No Issue,2380030,,13.8,0.3,False,17043,11286
20490,2023,SOLARA APTS,Multifamily MR (5-9),1453601380,12736 LAKE CITY WAY NE,SEATTLE,WA,98125,47.72226,-122.29316,NORTH,5,2001,5,3,320739,227479,93260,314938,221678,93260,94,42.5,43,9526300,9414737,82.69999695,83.80000305,Multifamily MR (5-9),Multifamily Housing,215810,Parking,Retail Store,1437451,,46217,Compliant,No Issue,4904583,4621720,273.4,1.2,False,93260,5868
20493,2023,SPRING LAKE APTS,Multifamily LR (1-4),1453602441,12528 35TH AVE NE,SEATTLE,WA,98125,47.72008,-122.29031,NORTH,5,1986,3,3,67624,50567,17057,67624,67624,0,100,9,9.199999809,620626,610776,25.29999924,25.70000076,Multifamily LR (1-4),Multifamily Housing,67624,NA,NA,181895,,,Compliant,No Issue,620626,,3.6,0.07,False,,
20494,2023,CEDAR PARK ELEMENTARY (SPS-DISTRICT),SPS-District K-12,1454100350,13224 37TH AVE NE,SEATTLE,WA,98125,47.72606,-122.28747,NORTH,5,2013,1,1,32590,32590,0,36183,36183,0,86,32.09999847,32.40000153,1172180,1161742,58.59999847,58.79999924,K-12 School,K-12 School,36183,NA,NA,150377,,6591,Compliant,No Issue,513087,659090,37.9,1.16,False,,
20496,2023,CEDAR POINTE OF SEATTLE CONDOMINIUM,Multifamily LR (1-4),1459950000,750 N 143RD ST,SEATTLE,WA,98133,47.73279,-122.34851,NORTHWEST,5,1978,4,1,73234,73234,0,73234,73234,0,79,26.29999924,26.10000038,1910771,1929088,73.80000305,73.09999847,Multifamily LR (1-4),Multifamily Housing,73234,NA,NA,560015,,,Compliant,No Issue,1910771,,11.1,0.15,False,,
20497,2023,CEDARS APARTMENTS (BELLTOWN),Multifamily MR (5-9),1472350000,2615 1ST AVE,SEATTLE,WA,98121,47.61543,-122.35074,DOWNTOWN,7,1988,5,1,145018,132358,12660,72343,59683,12660,86,28.20000076,28.29999924,1690752,1685419,77.40000153,77.59999847,Multifamily MR (5-9),Multifamily Housing,54168,Parking,Restaurant,478559,,579,Compliant,No Issue,1632843,57910,12.5,0.09,False,12660,5515
20500,2023,CENTRAL PARK,NonResidential,1486300005,700 S HOMER ST,SEATTLE,WA,98108,47.552,-122.32262,GREATER DUWAMISH,1,1985,1,2,61419,61419,0,60600,60600,0,,43.59999847,45.20000076,2736628,2642094,96.09999847,99.59999847,Office,Office,33338,Non-Refrigerated Warehouse,NA,529217,,9309,Compliant,No Issue,1805689,930940,59.8,0.97,False,27262,
20503,2023,SEATTLE CHILDREN'S HOSPITAL  (ODESSA BROWN CHILDREN'S CLINIC),NonResidential,1493600000,2101 E YESLER WAY,SEATTLE,WA,98122,47.60132,-122.30477,CENTRAL,3,1990,2,1,39000,39000,0,39000,39000,0,78,48.59999847,48.59999847,1893615,1893615,121.8000031,121.8000031,Medical Office,Medical Office,39000,NA,NA,462398,,3159,Compliant,No Issue,1577703,315910,25.9,0.66,False,,
20506,2023,NW ART AND FRAME/HUSKY ICE CREAM,NonResidential,1495300045,4721 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.56018,-122.38716,SOUTHWEST,1,1924,1,1,22180,22180,0,22180,22180,0,,198.3000031,200.3999939,4443994,4397822,387.7000122,391,Other - Mall,Other - Mall,14000,Restaurant,NA,670939,,21548,Compliant,No Issue,2289244,2154750,127.5,5.75,False,8180,
20509,2023,APARTMENT & OFFICE/RETAIL BLDG,Multifamily LR (1-4),1495300325,4739 44TH AVE SW,SEATTLE,WA,98116,47.56001,-122.38856,SOUTHWEST,1,2007,4,1,28560,22960,5600,26898,21360,5538,,39,39.70000076,847676,833499,64.40000153,65.09999847,Multifamily LR (1-4),Multifamily Housing,21360,Parking,NA,83933,,5613,Compliant,No Issue,286379,561300,31.4,1.37,False,5538,
20512,2023,CENTRAL PARK EAST CONDOMINIUM,Multifamily LR (1-4),1496130000,2001 E YESLER WAY,SEATTLE,WA,98122,47.60109,-122.30551,CENTRAL,3,1980,3,1,52166,52166,0,43490,43490,0,63,28.5,29.39999962,1279418,1241171,79.90000153,82.40000153,Multifamily LR (1-4),Multifamily Housing,43490,NA,NA,374976,,,Compliant,No Issue,1279418,,7.4,0.14,False,,
20515,2023,BEACON HILL SCHOOL (SPS-DISTRICT),SPS-District K-12,1498300850,2025 14TH AVE S,SEATTLE,WA,98144,47.58547,-122.3151,GREATER DUWAMISH,2,1971,1,1,51704,51704,0,51704,51704,0,76,34.5,35.20000076,1818572,1782365,66.19999695,66.90000153,K-12 School,K-12 School,51704,NA,NA,259338,,9337,Compliant,No Issue,884861,933710,54.6,1.06,False,,
20519,2023,2001 Plum LLC,NonResidential,1498302035,2001 S PLUM ST,SEATTLE,WA,98144,47.58513,-122.30645,GREATER DUWAMISH,2,1969,1,1,25920,25920,0,25920,25920,0,15,48,48.29999924,1250716,1243462,124.1999969,124.5,Distribution Center,Distribution Center,19277,Refrigerated Warehouse,Office,320648,,1567,Compliant,No Issue,1094052,156660,14.7,0.57,False,4051,2592
20520,2023,ORIENTAL MEATS,NonResidential,1498302080,2001 21ST AVE S,SEATTLE,WA,98144,47.58528,-122.30595,GREATER DUWAMISH,2,1953,1,1,25480,25480,0,25480,25480,0,,15.69999981,15.80000019,403497,399150,43.90000153,44.29999924,Refrigerated Warehouse,Refrigerated Warehouse,25480,NA,NA,118258,,,Compliant,No Issue,403497,,2.3,0.09,False,,
20522,2023,MB WAREHOUSE LLC,NonResidential,1498302235,2028 21ST AVE S,SEATTLE,WA,98144,47.58482,-122.30501,GREATER DUWAMISH,2,1970,2,1,31000,31000,0,31000,31000,0,,23.89999962,24.5,760668,739974,51.5,52.29999924,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31000,NA,NA,137599,,2912,Compliant,No Issue,469486,291180,18.2,0.59,False,,
20523,2023,IMPRESSIONS NORTHWEST,NonResidential,1498302245,2001 22ND AVE S,SEATTLE,WA,98144,47.58528,-122.305,GREATER DUWAMISH,2,1961,1,1,29740,29740,0,29740,29740,0,55,31.89999962,32,950936,949103,83.30000305,83.40000153,Office,Office,18644,Non-Refrigerated Warehouse,NA,248109,,1044,Compliant,No Issue,846547,104390,10.4,0.35,False,11096,
20526,2023,FAMILY SERVICES,NonResidential,1498302455,1900 RAINIER AVE S,SEATTLE,WA,98144,47.58579,-122.3034,SOUTHEAST,3,2009,3,1,38075,38075,0,30625,30625,0,,52.59999847,53.79999924,1811888,1770688,141.1999969,144.6999969,Office,Office,23990,K-12 School,Retail Store,496848,,1166,Compliant,No Issue,1695245,116640,16,0.42,False,5585,4080
20529,2023,CENTER PARK APTS,Multifamily MR (5-9),1498303190,2100 25TH AVE S,SEATTLE,WA,98144,47.58421,-122.29978,SOUTHEAST,2,1969,7,1,139530,111176,28354,139530,111176,28354,67,38.5,39.20000076,4352782,4280782,107.8000031,109.5999985,Multifamily MR (5-9),Multifamily Housing,111176,Parking,NA,1275727,,,Compliant,No Issue,4352781,,25.2,0.23,False,28354,
20531,2023,RED CROSS,NonResidential,1498303300,1900 25TH AVE S,SEATTLE,WA,98144,47.5859,-122.29957,SOUTHEAST,3,1970,2,1,39170,39170,0,35500,35500,0,36,103.6999969,103.4000015,3671310,3680007,167,166.8000031,Office,Office,35500,NA,NA,345844,,24913,Compliant,No Issue,1180018,2491290,138.9,3.55,False,,
20532,2023,AMY YEE TENNIS CENTER,Nonresidential COS,1498303565,2000 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98144,47.58476,-122.29765,SOUTHEAST,2,1977,1,1,66597,66597,0,66597,66597,0,,17.29999924,17.29999924,1149732,1151902,48.40000153,48.29999924,Other - Recreation,Other - Recreation,66597,NA,NA,336967,,,Compliant,No Issue,1149732,,6.7,0.1,False,,
20534,2023,CENTRE COURT,Multifamily MR (5-9),1499000000,116 WARREN AVE N,SEATTLE,WA,98109,47.61911,-122.35377,MAGNOLIA / QUEEN ANNE,7,2002,5,1,34542,25514,9028,34542,25514,9028,,20.10000038,20.10000038,512193,512193,55.70000076,55.70000076,Multifamily MR (5-9),Multifamily Housing,21169,Parking,Office,147790,,79,Compliant,No Issue,504260,7930,3.3,0.13,False,9028,4345
20542,2023,THE CRESTVIEW,Multifamily LR (1-4),1624049248,3630 RENTON AVE S,SEATTLE,WA,98144,47.57086,-122.29546,SOUTHEAST,2,1968,3,1,37080,37080,0,37080,37080,0,63,34,34.20000076,1267677,1258974,95.09999847,95.69999695,Multifamily LR (1-4),Multifamily Housing,37080,NA,NA,371535,,,Compliant,No Issue,1267677,,7.4,0.2,False,,
20543,2023,ANDOVER COURT APTS,Multifamily LR (1-4),1624049282,4000 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98108,47.56791,-122.29643,SOUTHEAST,2,2002,3,1,22108,22108,0,21772,21772,0,36,42.79999924,43.20000076,940295,931510,119.8000031,120.9000015,Multifamily LR (1-4),Multifamily Housing,21772,NA,NA,275585,,,Compliant,No Issue,940295,,5.5,0.25,False,,
20564,2023,SWEETBRIAR APTS (MIXED USE),Multifamily LR (1-4),1794500785,2103 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.63734,-122.35724,MAGNOLIA / QUEEN ANNE,7,2008,4,1,84147,52763,31384,84985,54630,30355,86,33.90000153,34.40000153,1876665,1853008,83.59999847,84.90000153,Multifamily LR (1-4),Multifamily Housing,43710,Parking,Strip Mall,446395,,3536,Compliant,No Issue,1523101,353560,27.6,0.52,False,30355,7281
20570,2023,EDEN HILL (NEW MIX-USE),Multifamily LR (1-4),1794501111,1925 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.63678,-122.35734,MAGNOLIA / QUEEN ANNE,7,2007,4,1,83175,51203,31972,75313,44205,31108,62,60.59999847,61.29999924,2710360,2680190,135.1999969,137.1000061,Multifamily LR (1-4),Parking,31108,Multifamily Housing,Retail Store,538526,,8729,Compliant,No Issue,1837449,872910,56.9,1.11,False,29143,13352
20573,2023,QUEEN ANNE COMMUNITY CENTER,Nonresidential COS,1794501150,1901 1ST AVE W,SEATTLE,WA,98119,47.63629,-122.35922,MAGNOLIA / QUEEN ANNE,7,1948,1,1,27247,27247,0,25809,25809,0,,80.40000153,81.19999695,2096695,2074100,127.5999985,128.5,Other - Recreation,Other - Recreation,25809,NA,NA,186904,,14590,Compliant,No Issue,637716,1458980,81,2.97,False,,
20577,2023,PARK VISTA APARTMENTS,Multifamily MR (5-9),1797501310,5810 COWEN PL NE,SEATTLE,WA,98105,47.67141,-122.31219,NORTHEAST,4,1928,5,1,58735,58735,0,58735,58735,0,95,39.29999924,39.09999847,2298176,2306771,53.79999924,53.59999847,Multifamily MR (5-9),Multifamily Housing,58735,NA,NA,123599,,18765,Compliant,No Issue,421720,1876460,101.9,1.73,False,,
20585,2023,ANHALT BUILDING APARTMENTS,Multifamily LR (1-4),1806900395,1600 E JOHN ST,SEATTLE,WA,98112,47.61991,-122.31095,EAST,3,2015,3,2,29848,23293,6555,37367,30757,6610,57,35.20000076,35.70000076,1098942,1082411,98.5,100,Multifamily LR (1-4),Multifamily Housing,30757,Parking,NA,322082,,,Compliant,No Issue,1098942,,6.4,0.27,False,6610,
20586,2023,BUCKLEY APTS,Multifamily LR (1-4),1806900405,201 17TH AVE E,SEATTLE,WA,98112,47.6199,-122.31037,EAST,3,1928,3,1,34455,31455,3000,34455,31455,3000,62,66.09999847,65.90000153,2071490,2078521,85.30000305,85,Multifamily LR (1-4),Multifamily Housing,31455,Parking,NA,83734,,17858,Compliant,No Issue,285702,1785790,96.3,3.06,False,0,
20594,2023,BOYLSTON PLACE,Multifamily LR (1-4),1817800015,1816 BOYLSTON AVE,SEATTLE,WA,98122,47.61807,-122.32285,EAST,3,1990,4,1,28038,21723,6315,34353,28038,6315,98,23,23.20000076,649303,646024,64.5,64.80000305,Multifamily LR (1-4),Multifamily Housing,28038,Parking,NA,190300,,,Compliant,No Issue,649303,,3.8,0.17,False,6315,
20597,2023,LANCASTER APTS,Multifamily LR (1-4),1817800135,704 E THOMAS ST,SEATTLE,WA,98102,47.62121,-122.32292,EAST,3,1924,3,1,24939,24939,0,24939,24939,0,88,24.60000038,24.70000076,616907,612843,68.80000305,69.30000305,Multifamily LR (1-4),Multifamily Housing,24939,NA,NA,180805,,,Compliant,No Issue,616907,,3.6,0.14,False,,
20604,2023,WAREHOUSE,NonResidential,1824049012,20 S IDAHO ST,SEATTLE,WA,98134,47.56489,-122.3409,GREATER DUWAMISH,1,1955,1,1,26680,26680,0,33987,33987,0,79,16.39999962,16.39999962,556663,556306,45.79999924,45.90000153,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33987,NA,NA,163149,,,Compliant,No Issue,556663,,3.2,0.12,False,,
20605,2023,VISKO BUILDING,NonResidential,1824049044,4229 W MARGINAL WAY SW,SEATTLE,WA,98106,47.56447,-122.35335,DELRIDGE NEIGHBORHOODS,1,1953,1,1,31521,31521,0,31521,31521,0,1,109.0999985,109.0999985,3439255,3439255,183.8000031,183.8000031,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31521,NA,NA,365316,,21928,Compliant,No Issue,1246459,2192800,123.4,3.92,False,,
20613,2023,QFC WAREHOUSE,NonResidential,1824049069,3663 1ST AVE S,SEATTLE,WA,98134,47.56982,-122.33479,GREATER DUWAMISH,1,1951,1,1,24000,24000,0,24000,24000,0,56,38.29999924,39.70000076,953543,919144,64.19999695,65.59999847,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,24000,NA,NA,96177,,6254,Compliant,No Issue,328157,625390,35,1.46,False,,
20614,2023,J C WRIGHT SALES COMPANY,NonResidential,1824049070,14 S IDAHO ST,SEATTLE,WA,98134,47.56487,-122.34181,GREATER DUWAMISH,1,1952,1,1,21900,21900,0,21900,21900,0,,72.19999695,73.40000153,1608544,1580901,85.19999695,86.5,Self-Storage Facility,Self-Storage Facility,21900,NA,NA,34514,,14908,Compliant,No Issue,117761,1490780,79.7,3.64,False,,
20620,2023,C.C. FILSON,NonResidential,1824049109,3851 1ST AVE S,SEATTLE,WA,98134,47.5678,-122.33622,GREATER DUWAMISH,1,1998,1,1,35579,35579,0,35579,35579,0,93,7.099999905,7.099999905,250946,250946,17.60000038,17.60000038,Distribution Center,Distribution Center,35579,NA,NA,60774,,436,Compliant,No Issue,207362,43580,3.5,0.1,False,,
20622,2023,THE NOBLE APARTMENTS,Multifamily MR (5-9),1825049006,4301 STONE WAY N,SEATTLE,WA,98103,47.65941,-122.34255,LAKE UNION,4,2012,5,1,114461,76966,37495,115795,78300,37495,99,33.09999847,33.09999847,2592015,2594063,69.5,69.40000153,Multifamily MR (5-9),Multifamily Housing,78300,Parking,NA,454913,,10398,Compliant,No Issue,1552163,1039850,64.1,0.83,False,37495,
20624,2023,PORTOFINO APARTMENTS,Multifamily MR (5-9),1825049039,3815 WOODLAND PARK AVE N,SEATTLE,WA,98103,47.65331,-122.34445,LAKE UNION,4,2008,5,1,40505,25885,14620,40315,25770,14545,98,30,30,773049,773740,84.09999847,84,Multifamily MR (5-9),Multifamily Housing,25770,Parking,NA,226568,,,Compliant,No Issue,773049,,4.5,0.17,False,14545,
20626,2023,ALASKAN COPPER AND BRASS CO,NonResidential,1327300065,3317 6TH AVE S,SEATTLE,WA,98134,47.57382,-122.32672,GREATER DUWAMISH,1,1975,1,1,49950,49950,0,49950,49950,0,59,6,6,300209,299771,16.79999924,16.79999924,Distribution Center,Distribution Center,49950,NA,NA,87986,,,Compliant,No Issue,300209,,1.7,0.03,False,,
20630,2023,CANTERBURY SHORES CONDOMINIUM,Multifamily LR (1-4),1330800000,2501 CANTERBURY LN E,SEATTLE,WA,98112,47.64202,-122.28039,EAST,3,1967,4,1,118154,118154,0,110000,110000,0,,,,,,,,Multifamily LR (1-4),Multifamily Housing,110000,Swimming Pool,NA,,,,Not Compliant,Missing EUI or Utility Data,,,,,False,0,
